"Nominal Thickness (inches)","Height/Length","# of Tubes","Tube OD","C2C","Inspection Asset Component Name","Inspection Service","Robot","Inspection: Start Date","Inspection: End Date","Asset: Asset Name","Asset Component Name"
"","41.0000","79","3.0000","4.5000","Front Wall","RUG","TOKA 4","7/25/2022","7/27/2022","#1 Power Boiler","Front Wall"
"","78.0000","78","2.5000","3.0000","Left Sidewall","RUG","TOKA 4","7/25/2022","7/27/2022","#1 Power Boiler","Left Sidewall"
"","78.0000","79","3.0000","4.5000","Rear Wall","RUG","TOKA 4","7/25/2022","7/27/2022","#1 Power Boiler","Rear Wall"
"","78.0000","78","2.5000","3.0000","Right Sidewall","RUG","TOKA 4","7/25/2022","7/27/2022","#1 Power Boiler","Right Sidewall"
"0.2000","30.0000","100","2.5000","3.0000","Waterwall - RUG","RUG","TOKA 4","11/7/2022","11/9/2022","#2 Recovery Boiler","Waterwall"
"","7.0000","104","2.5000","3.0000","FILLER - RUG","RUG","TOKA 4","","","23-H-3-CO Boiler 4 Water wall and Bullnose","Bullnose"
"","20.0000","104","2.5000","3.0000","FILLER - RUG","RUG","TOKA 4","","","23-H-3-CO Boiler 4 Water wall and Bullnose","Front Water Wall"
"","20.0000","80","2.5000","3.0000","FILLER - RUG","RUG","TOKA 4","","","23-H-3-CO Boiler 4 Water wall and Bullnose","Left Side Water Wall"
"","20.0000","104","2.5000","3.0000","FILLER - RUG","RUG","TOKA 4","","","23-H-3-CO Boiler 4 Water wall and Bullnose","Rear Water Wall"
"","20.0000","80","2.5000","3.0000","FILLER - RUG","RUG","TOKA 4","","","23-H-3-CO Boiler 4 Water wall and Bullnose","Right Side Water Wall"
"0.2200","43.0000","309","2.0000","2.5000","Front Slope - RUG","RUG","TOKA 4","","","AES Petersburg - Unit 3 Boiler","Front Slope"
"0.2200","43.0000","309","2.0000","2.5000","Rear Slope - RUG","RUG","TOKA 4","","","AES Petersburg - Unit 3 Boiler","Rear Slope"
"0.2200","43.0000","309","2.0000","2.5000","Front Slope - RUG","RUG","TOKA 4","10/2/2022","10/6/2022","AES Petersburg - Unit 4 Boiler","Front Slope"
"0.2200","106.0000","309","2.0000","2.5000","Front Wall - RUG","RUG","TOKA 4","10/2/2022","10/6/2022","AES Petersburg - Unit 4 Boiler","Front Wall"
"0.2200","184.0000","212","2.0000","2.5000","Left Sidewall - RUG","RUG","TOKA 4","10/2/2022","10/6/2022","AES Petersburg - Unit 4 Boiler","Left Sidewall"
"0.2200","43.0000","309","2.0000","2.5000","Rear Slope - RUG","RUG","TOKA 4","10/2/2022","10/6/2022","AES Petersburg - Unit 4 Boiler","Rear Slope"
"0.2200","95.0000","309","2.0000","2.5000","Rear Wall - RUG","RUG","TOKA 4","10/2/2022","10/6/2022","AES Petersburg - Unit 4 Boiler","Rear Wall"
"0.2200","184.0000","212","2.0000","2.5000","Right Sidewall - RUG","RUG","TOKA 4","10/2/2022","10/6/2022","AES Petersburg - Unit 4 Boiler","Right Sidewall"
"","66.0000","174","1.7500","2.2500","FILLER - RUG","RUG","TOKA 4","4/18/2022","4/20/2022","Angamos Boiler","Front Wall"
"","66.0000","174","1.7500","2.2500","FILLER - RUG","RUG","TOKA 4","4/18/2022","4/20/2022","Angamos Boiler","Rear Wall"
"","66.0000","336","1.7500","2.2500","FILLER - RUG","RUG","TOKA 4","4/18/2022","4/20/2022","Angamos Boiler","Side Walls"
"0.2480","28.0000","26","2.3740","3.1490","Baffle panel 1L (26 tubes x 8.5m) - RUG","RUG","TOKA 4","7/14/2022","7/15/2022","B&W waste boiler","Baffle panel 1L (26 tubes x 8.5m)"
"0.2480","28.0000","26","2.3740","3.1490","Baffle panel 1R (26 tubes x 8.5m) - RUG","RUG","TOKA 4","7/14/2022","7/15/2022","B&W waste boiler","Baffle panel 1R (26 tubes x 8.5m)"
"0.2480","28.0000","26","2.3740","3.1490","Baffle panel 2L (26 tubes x 8.5m) - RUG","RUG","TOKA 4","7/14/2022","7/15/2022","B&W waste boiler","Baffle panel 2L (26 tubes x 8.5m)"
"0.2480","28.0000","26","2.3740","3.1490","Baffle panel 2R (26 tubes x 8.5m) - RUG","RUG","TOKA 4","7/14/2022","7/15/2022","B&W waste boiler","Baffle panel 2R (26 tubes x 8.5m)"
"0.2480","28.0000","26","2.3740","3.1490","Baffle panel 3L (26 tubes x 8.5m) - RUG","RUG","TOKA 4","7/14/2022","7/15/2022","B&W waste boiler","Baffle panel 3L (26 tubes x 8.5m)"
"0.2480","28.0000","26","2.3740","3.1490","Baffle panel 3R (26 tubes x 8.5m) - RUG","RUG","TOKA 4","7/14/2022","7/15/2022","B&W waste boiler","Baffle panel 3R (26 tubes x 8.5m)"
"0.2480","28.0000","51","2.3740","3.1490","Front Waterwall (51 tubes x 8.5m) - RUG","RUG","TOKA 4","7/14/2022","7/15/2022","B&W waste boiler","Front Waterwall (51 tubes x 8.5m)"
"0.2480","28.0000","26","2.3740","3.1490","Left Waterwall (26 tubes x 8.5m) - RUG","RUG","TOKA 4","7/14/2022","7/15/2022","B&W waste boiler","Left Waterwall (26 tubes x 8.5m)"
"0.2480","28.0000","51","2.3740","3.1490","Rear Waterwall (51 tubes x 8.5m) - RUG","RUG","TOKA 4","7/14/2022","7/15/2022","B&W waste boiler","Rear Waterwall (51 tubes x 8.5m)"
"0.2480","28.0000","26","2.3740","3.1490","Right Waterwall (26 tubes x 8.5m) - RUG","RUG","TOKA 4","7/14/2022","7/15/2022","B&W waste boiler","Right Waterwall (26 tubes x 8.5m)"
"","77.0000","105","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","","","Bark Boiler","Front Wall"
"","77.0000","78","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","","","Bark Boiler","Left Sidewall"
"","42.0000","105","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","","","Bark Boiler","Rear Wall"
"","77.0000","78","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","","","Bark Boiler","Right Sidewall"
"0.2480","","","2.3740","3.3000","Nose arch - upper - RUG","RUG","","","","BFB Boiler","Nose arch"
"0.2480","","","2.3740","3.3000","Nose arch - lower - RUG","RUG","","","","BFB Boiler","Nose arch"
"0.2480","","","2.3740","3.3000","Upper nose arch - RUG","RUG","","","","BFB Boiler","Nose arch"
"0.2480","","","2.3740","3.3000","Lower nose arch - RUG","RUG","","","","BFB Boiler","Nose arch"
"0.2480","19.0000","48","2.3740","4.5000","Backpass - LHS (48 tubes x 5800mm) - RUG","RUG","TOKA 4","7/28/2022","8/1/2022","BFB Boiler (128MW)","Backpass - LHS (48 tubes x 5800mm)"
"0.2480","19.0000","98","2.3740","4.5000","Backpass - Rear (98 tubes x 5800mm) - RUG","RUG","TOKA 4","7/28/2022","8/1/2022","BFB Boiler (128MW)","Backpass - Rear (98 tubes x 5800mm)"
"0.2480","19.0000","48","2.3740","4.5000","Backpass - RHS (48 tubes x 5800mm) - RUG","RUG","TOKA 4","7/28/2022","8/1/2022","BFB Boiler (128MW)","Backpass - RHS (48 tubes x 5800mm)"
"0.2480","111.0000","158","2.3740","3.0000","Front Waterwall - RUG","RUG","TOKA 4","7/28/2022","8/1/2022","BFB Boiler (128MW)","Front Waterwall"
"0.2480","111.0000","142","2.3740","3.0000","LHS Waterwall - RUG","RUG","TOKA 4","7/28/2022","8/1/2022","BFB Boiler (128MW)","LHS Waterwall"
"0.2480","20.0000","145","2.3740","3.0000","Nose arch - lower - RUG","RUG","TOKA 4","7/28/2022","8/1/2022","BFB Boiler (128MW)","Nose arch - lower"
"0.2480","20.0000","145","2.3740","3.0000","Nose arch - upper - RUG","RUG","TOKA 4","7/28/2022","8/1/2022","BFB Boiler (128MW)","Nose arch - upper"
"0.2480","59.0000","158","2.3740","3.0000","Rear Waterwall - RUG","RUG","TOKA 4","7/28/2022","8/1/2022","BFB Boiler (128MW)","Rear Waterwall"
"0.2480","108.0000","142","2.3740","3.0000","RHS Waterwall - RUG","RUG","TOKA 4","7/28/2022","8/1/2022","BFB Boiler (128MW)","RHS Waterwall"
"0.0000","","","0.0000","0.0000","Boiler - Visual MT","Visual Testing (VT)","","","","Boiler","Boiler"
"0.1200","","","3.2500","6.0000","Roof Tubes - Ultrasonic Testing (UT)","Ultrasonic Testing (UT)","","7/13/2022","7/15/2022","Boiler","Roof Tubes"
"0.1200","","","3.2500","6.0000","Roof Tubes - Ultrasonic Testing (UT)","Ultrasonic Testing (UT)","","7/13/2022","7/15/2022","Boiler","Roof Tubes"
"0.1200","","","3.2500","6.0000","Rear (East) Wall - RUG","RUG","","7/13/2022","7/15/2022","Boiler","Waterwalls"
"0.1200","","","3.2500","6.0000","Front (West) Wall - RUG","RUG","","7/13/2022","7/15/2022","Boiler","Waterwalls"
"0.1200","","","3.2500","6.0000","Left (North) Wall - RUG","RUG","","7/13/2022","7/15/2022","Boiler","Waterwalls"
"0.1200","","","3.2500","6.0000","Right (South) Wall - RUG","RUG","","7/13/2022","7/15/2022","Boiler","Waterwalls"
"0.1200","","","3.2500","6.0000","Left (North) Wall - RUG","RUG","","7/13/2022","7/15/2022","Boiler","Waterwalls"
"0.1200","","","3.2500","6.0000","Right (South) Wall - RUG","RUG","","7/13/2022","7/15/2022","Boiler","Waterwalls"
"0.2000","10.0000","103","2.5000","3.0000","Bullnose - RUG","RUG","TOKA 4","12/26/2022","12/27/2022","Boiler #1","Bullnose"
"0.2000","78.0000","103","2.5000","3.0000","Front Wall - RUG","RUG","TOKA 4","12/26/2022","12/27/2022","Boiler #1","Front Wall"
"0.2000","76.0000","95","2.5000","3.0000","Left Side Wall - RUG","RUG","TOKA 4","12/26/2022","12/27/2022","Boiler #1","Left Side Wall"
"0.2000","37.0000","103","2.5000","3.0000","Rear Wall - RUG","RUG","TOKA 4","12/26/2022","12/27/2022","Boiler #1","Rear Wall"
"0.2000","76.0000","95","2.5000","3.0000","Right Wall - RUG","RUG","TOKA 4","12/26/2022","12/27/2022","Boiler #1","Right Wall"
"0.2100","","","2.0000","3.0000","East Wall Inspection - RUG","RUG","","10/11/2021","10/18/2021","Boiler 10","East Wall"
"0.2100","","","2.0000","3.0000","North Wall Inspection  - RUG","RUG","","10/11/2021","10/18/2021","Boiler 10","North Wall"
"0.2100","","","2.0000","3.0000","South Wall Inspection - RUG","RUG","","10/11/2021","10/18/2021","Boiler 10","South Wall"
"0.2100","","","2.0000","3.0000","West Wall Inspection - RUG","RUG","","10/11/2021","10/18/2021","Boiler 10","West Wall"
"0.2100","","","2.5000","3.5000","Wing Wall Inspection 1 - RUG","RUG","","10/11/2021","10/18/2021","Boiler 10","Wing Walls"
"0.2100","","","2.5000","3.5000","Wing Wall Inspection 2 - RUG","RUG","","10/11/2021","10/18/2021","Boiler 10","Wing Walls"
"0.2100","","","2.5000","3.5000","Wing Wall Inspection 3 - RUG","RUG","","10/11/2021","10/18/2021","Boiler 10","Wing Walls"
"0.2100","","","2.5000","3.5000","Wing Wall Inspection 4 - RUG","RUG","","10/11/2021","10/18/2021","Boiler 10","Wing Walls"
"0.2100","","","2.5000","3.5000","Wing Wall Inspection 5 - RUG","RUG","","10/11/2021","10/18/2021","Boiler 10","Wing Walls"
"0.2100","","","2.5000","3.5000","Wing Wall Inspection 6 - RUG","RUG","","10/11/2021","10/18/2021","Boiler 10","Wing Walls"
"0.2100","","","2.5000","3.5000","Wing Wall Inspection 7 - RUG","RUG","","10/11/2021","10/18/2021","Boiler 10","Wing Walls"
"0.2100","","","2.5000","3.5000","Wing Wall Inspection 8 - RUG","RUG","","10/11/2021","10/18/2021","Boiler 10","Wing Walls"
"0.2500","","","2.5000","3.0000","Boiler 6 - RUG","RUG","","4/14/2022","4/15/2022","Boiler 6","Waterwalls"
"0.2500","","","2.5000","3.0000","Boiler 7 - RUG","RUG","","5/5/2022","5/6/2022","Boiler 7","Waterwalls"
"","","","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","4/22/2022","4/23/2022","Boiler B","Waterwall"
"","","","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","4/22/2022","4/23/2022","Boiler B","Waterwall"
"","","","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","4/22/2022","4/23/2022","Boiler B","Waterwall"
"","","","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","4/22/2022","4/23/2022","Boiler B","Waterwall"
"","40.0000","40","3.0000","4.0000","FILLER - null","","TOKA 4","5/6/2022","5/7/2022","Boiler C","Waterwall"
"","40.0000","40","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/6/2022","5/7/2022","Boiler C","Waterwall"
"","40.0000","40","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/6/2022","5/7/2022","Boiler C","Waterwall"
"","40.0000","40","3.0000","4.0000","FILLER - RUG","RUG","","5/6/2022","5/7/2022","Boiler C","Waterwall"
"","40.0000","40","3.0000","4.0000","FILLER - Phased Array Ultrasonic Testing (PAUT)","Phased Array Ultrasonic Testing (PAUT)","","4/5/2022","4/5/2022","Boiler C","Waterwall"
"0.2030","22.2500","91","2.5000","3.0000","Front Slopes - RUG","RUG","TOKA 4","10/31/2022","11/2/2022","Boiler Slopes","Front Slopes"
"0.2030","22.2500","91","2.5000","3.0000","Rear Slopes - RUG","RUG","TOKA 4","10/31/2022","11/2/2022","Boiler Slopes","Rear Slopes"
"0.2200","52.0000","17","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Division Wall Side A"
"0.2200","52.0000","17","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Division Wall Side B"
"0.2200","52.0000","69","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Front Wall"
"0.2200","55.0000","12","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Large Wing Front Wall #1A"
"0.2200","55.0000","12","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Large Wing Front Wall #1B"
"0.2200","55.0000","12","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Large Wing Front Wall #2A"
"0.2200","55.0000","12","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Large Wing Front Wall #2B"
"0.2200","55.0000","12","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Large Wing Front Wall #3A"
"0.2200","55.0000","12","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Large Wing Front Wall #3B"
"0.2200","55.0000","9","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Medium Wing Rear Wall #1A"
"0.2200","55.0000","9","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Medium Wing Rear Wall #1B"
"0.2200","55.0000","9","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Medium Wing Rear Wall #2A"
"0.2200","55.0000","9","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Medium Wing Rear Wall #2B"
"0.2200","52.0000","69","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Rear Wall"
"0.2200","52.0000","48","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Side Wall Left"
"0.2200","52.0000","48","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Side Wall Right"
"0.2200","55.0000","6","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Small Wing Front Wall #1A"
"0.2200","55.0000","6","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Small Wing Front Wall #1B"
"0.2200","55.0000","6","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Small Wing Front Wall #2A"
"0.2200","55.0000","6","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Small Wing Front Wall #2B"
"0.2200","55.0000","6","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Small Wing Front Wall #3A"
"0.2200","55.0000","6","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Small Wing Front Wall #3B"
"0.2200","55.0000","6","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Small Wing Front Wall #4A"
"0.2200","55.0000","6","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Small Wing Front Wall #4B"
"0.2200","55.0000","6","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Small Wing Front Wall #5A"
"0.2200","55.0000","6","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Small Wing Front Wall #5B"
"0.2200","55.0000","6","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Small Wing Front Wall #6A"
"0.2200","55.0000","6","3.0000","4.0000","FILLER - RUG","RUG","TOKA 4","5/7/2022","5/7/2022","Boiler Unit #4","Small Wing Front Wall #6B"
"0.2030","10.0000","171","2.5000","3.2500","Bullnose - RUG","RUG","TOKA 4","10/10/2022","10/14/2022","Boiler Unit 1","Bullnose"
"0.2000","21.0000","227","2.0000","2.5000","Front Slope - RUG","RUG","TOKA 4","10/10/2022","10/14/2022","Boiler Unit 1","Front Slope"
"0.2000","21.0000","227","2.0000","2.5000","Rear Slope - RUG","RUG","TOKA 4","10/10/2022","10/14/2022","Boiler Unit 1","Rear Slope"
"","","","","","Boiler Tube UDC Inspection - T&M Per Shift Basis","RUG","TOKA 4","3/8/2022","3/8/2022","Boiler Unit 1","Water Wall"
"0.2200","68.0000","48","3.0000","4.0000","Waterwall (East) - RUG","RUG","TOKA 4","9/21/2022","9/23/2022","Boiler Unit 1","Waterwall (East)"
"0.2200","68.0000","48","3.0000","4.0000","Waterwall (West) - RUG","RUG","TOKA 4","9/21/2022","9/23/2022","Boiler Unit 1","Waterwall (West)"
"0.2000","87.0000","227","2.0000","2.5000","Waterwall Front - RUG","RUG","TOKA 4","10/10/2022","10/14/2022","Boiler Unit 1","Waterwall Front"
"0.2200","68.0000","77","3.0000","4.0000","Waterwall Front (North) - RUG","RUG","TOKA 4","9/21/2022","9/23/2022","Boiler Unit 1","Waterwall Front (North)"
"0.2000","180.0000","221","2.0000","2.5000","Waterwall Left - RUG","RUG","TOKA 4","10/10/2022","10/14/2022","Boiler Unit 1","Waterwall Left"
"0.2000","131.0000","227","2.0000","2.5000","Waterwall Rear - RUG","RUG","TOKA 4","10/10/2022","10/14/2022","Boiler Unit 1","Waterwall Rear"
"0.2000","180.0000","221","2.0000","2.5000","Waterwall Right - RUG","RUG","TOKA 4","10/10/2022","10/14/2022","Boiler Unit 1","Waterwall Right"
"0.2200","68.0000","48","3.0000","4.0000","Waterwall (East) - RUG","RUG","TOKA 4","9/21/2022","9/23/2022","Boiler Unit 2","Waterwall (East)"
"0.2200","68.0000","48","3.0000","4.0000","Waterwall (West) - RUG","RUG","TOKA 4","9/21/2022","9/23/2022","Boiler Unit 2","Waterwall (West)"
"0.2200","68.0000","77","3.0000","4.0000","Waterwall Front (North) - RUG","RUG","TOKA 4","9/21/2022","9/23/2022","Boiler Unit 2","Waterwall Front (North)"
"0.2200","106.0000","309","2.0000","2.5000","Front Wall - RUG","RUG","TOKA 4","","","Boiler Unit 3","Front Wall"
"0.2200","95.0000","309","2.0000","2.5000","Rear Wall - RUG","RUG","TOKA 4","","","Boiler Unit 3","Rear Wall"
"0.2200","184.0000","212","2.0000","2.5000","Side Wall - RUG","RUG","TOKA 4","","","Boiler Unit 3","Right Side Wall"
"0.2200","184.0000","212","2.0000","2.5000","Side Wall - RUG","RUG","TOKA 4","","","Boiler Unit 3","Right Side Wall"
"0.1800","70.0000","84","2.0000","3.0000","Front (North) Waterwall - RUG","RUG","TOKA 4","12/7/2022","12/8/2022","Boiler Unit 5","Front (North) Waterwall"
"0.1800","70.0000","84","2.0000","3.0000","Front (North) Waterwall - Magnetic Induction","Magnetic Induction","TOKA 3 - Mag Induction","12/7/2022","12/8/2022","Boiler Unit 5","Front (North) Waterwall"
"0.1800","70.0000","43","2.0000","3.0000","Left (East) Waterwall - RUG","RUG","TOKA 4","12/7/2022","12/8/2022","Boiler Unit 5","Left (East) Waterwall"
"0.1800","70.0000","43","2.0000","3.0000","Left (East) Waterwall - Magnetic Induction","Magnetic Induction","TOKA 3 - Mag Induction","12/7/2022","12/8/2022","Boiler Unit 5","Left (East) Waterwall"
"0.1800","70.0000","84","2.0000","3.0000","Rear (South) Waterwall - RUG","RUG","TOKA 4","12/7/2022","12/8/2022","Boiler Unit 5","Rear (South) Waterwall"
"0.1800","70.0000","84","2.0000","3.0000","Rear (South) Waterwall - Magnetic Induction","Magnetic Induction","TOKA 3 - Mag Induction","12/7/2022","12/8/2022","Boiler Unit 5","Rear (South) Waterwall"
"0.1800","70.0000","43","2.0000","3.0000","Right (West) Waterwall - RUG","RUG","TOKA 4","12/7/2022","12/8/2022","Boiler Unit 5","Right (West) Waterwall"
"0.1800","70.0000","43","2.0000","3.0000","Right (West) Waterwall - Magnetic Induction","Magnetic Induction","TOKA 3 - Mag Induction","12/7/2022","12/8/2022","Boiler Unit 5","Right (West) Waterwall"
"0.2200","40.0000","95","3.0000","3.0000","Waterwalls and Crossover Tubes - RUG","RUG","TOKA 4","4/3/2023","4/5/2023","BPCP Boiler","Waterwalls and Crossover Tubes"
"0.2000","45.0000","28","2.5000","3.5000","Evaps #1-12 - RUG","RUG","TOKA 4","1/18/2023","1/20/2023","CFB (Cilegon ST 02)  150MW","Evaps #1-12"
"0.2000","45.0000","28","2.5000","3.5000","Evaps #1-12 - RUG","RUG","TOKA 4","1/18/2023","1/20/2023","CFB (Cilegon ST 02)  150MW","Evaps #1-12"
"0.2000","45.0000","28","2.5000","3.5000","Evaps #1-12 - RUG","RUG","TOKA 4","1/18/2023","1/20/2023","CFB (Cilegon ST 02)  150MW","Evaps #1-12"
"0.2000","45.0000","28","2.5000","3.5000","Evaps #1-12 - RUG","RUG","TOKA 4","1/18/2023","1/20/2023","CFB (Cilegon ST 02)  150MW","Evaps #1-12"
"0.2000","45.0000","28","2.5000","3.5000","Evaps #1-12 - RUG","RUG","TOKA 4","1/18/2023","1/20/2023","CFB (Cilegon ST 02)  150MW","Evaps #1-12"
"0.2000","45.0000","28","2.5000","3.5000","Evaps #1-12 - RUG","RUG","TOKA 4","1/18/2023","1/20/2023","CFB (Cilegon ST 02)  150MW","Evaps #1-12"
"0.2000","90.0000","174","2.5000","3.5000","FILLER - RUG","RUG","TOKA 4","7/25/2022","7/28/2022","CFB (Cilegon ST 02)  150MW","Front Waterwall"
"0.2000","90.0000","86","2.5000","3.5000","FILLER - RUG","RUG","TOKA 4","7/25/2022","7/28/2022","CFB (Cilegon ST 02)  150MW","Left Waterwall"
"0.2000","90.0000","174","2.5000","3.5000","FILLER - RUG","RUG","TOKA 4","7/25/2022","7/28/2022","CFB (Cilegon ST 02)  150MW","Rear Waterwall"
"0.2000","90.0000","86","2.5000","3.5000","FILLER - RUG","RUG","TOKA 4","7/25/2022","7/28/2022","CFB (Cilegon ST 02)  150MW","Right Waterwall"
"0.2000","13.0000","174","2.5000","3.5000","FILLER - RUG","RUG","TOKA 4","7/25/2022","7/28/2022","CFB (Cilegon ST 02)  150MW","Roof"
"0.2000","49.0000","20","1.7500","3.5000","SH Lower #1-9 - RUG","RUG","TOKA 4","1/18/2023","1/20/2023","CFB (Cilegon ST 02)  150MW","SH Lower #1-9"
"0.2000","49.0000","20","1.7500","3.5000","SH Lower #1-9 - RUG","RUG","TOKA 4","1/18/2023","1/20/2023","CFB (Cilegon ST 02)  150MW","SH Lower #1-9"
"0.2000","44.0000","20","1.7500","3.5000","SH Upper #1-9 - RUG","RUG","TOKA 4","1/18/2023","1/20/2023","CFB (Cilegon ST 02)  150MW","SH Upper #1-9"
"0.2000","44.0000","20","1.7500","3.5000","SH Upper #1-9 - RUG","RUG","TOKA 4","1/18/2023","1/20/2023","CFB (Cilegon ST 02)  150MW","SH Upper #1-9"
"0.0000","","","3.0000","4.0000","Division Wall  - RUG","RUG","","4/30/2022","5/2/2022","CFB Boiler","Division Wall"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","Division Wall 1"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","Division Wall 1"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","Division Wall 1"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 1 - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","Division Wall 1"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 1 - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","Division Wall 1"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 1 - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","Division Wall 1"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 1 - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","Division Wall 1"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 1 - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","Division Wall 1"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 1 - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","Division Wall 1"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 1 - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","Division Wall 1"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 1 - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","Division Wall 1"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 1 - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","Division Wall 1"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 2 - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","Division Wall 2"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 2 - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","Division Wall 2"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 2 - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","Division Wall 2"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 2 - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","Division Wall 2"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 2 - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","Division Wall 2"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 2 - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","Division Wall 2"
